Date,Time,League,Season,Match Day,home_team,away_team,goal_minute,team_side,player_name,goal_type
20/12/2020,3:40 pm,Uganda Premier League,2020/21,5,Busoga United FC Vs Vipers SC,,52,home,Isma Mugulusi,Regular
20/12/2020,3:40 pm,Uganda Premier League,2020/21,5,Busoga United FC Vs Vipers SC,,72,away,Paul Mucureezi,Regular
20/12/2020,3:40 pm,Uganda Premier League,2020/21,5,Busoga United FC Vs Vipers SC,,84,away,Paul Mucureezi,Regular
20/12/2020,3:40 pm,Uganda Premier League,2020/21,5,Busoga United FC Vs Vipers SC,,87,home,Paul Ssekulima,Regular
19/05/2021,4:00 pm,Uganda Premier League,2020/21,25,UPDF FC Vs KCCA FC,,20,home,Brian Kayanja,Penalty
19/05/2021,4:00 pm,Uganda Premier League,2020/21,25,UPDF FC Vs KCCA FC,,45,away,Julius Poloto,Regular
15/05/2021,4:00 pm,Uganda Premier League,2020/21,24,URA FC Vs Police FC,,33,home,Joackim Ojera,Regular
15/05/2021,4:00 pm,Uganda Premier League,2020/21,24,URA FC Vs Police FC,,47,home,Steven Dese Mukwala,Regular
15/05/2021,4:00 pm,Uganda Premier League,2020/21,24,URA FC Vs Police FC,,61,home,Cromwel Rwothomio Abang,Regular
15/05/2021,4:00 pm,Uganda Premier League,2020/21,24,URA FC Vs Police FC,,82,away,Fahad Kizito,Regular
06/03/2021,4:00 pm,Uganda Premier League,2020/21,12,SC Villa Vs Police FC,,18,home,Muhammed Kagawa Ssenoga,Regular
06/03/2021,4:00 pm,Uganda Premier League,2020/21,12,SC Villa Vs Police FC,,23,away,Johnson Odongo,Penalty
06/03/2021,4:00 pm,Uganda Premier League,2020/21,12,SC Villa Vs Police FC,,36,home,Goffin Godfrey Oyirwoth,Regular
06/03/2021,4:00 pm,Uganda Premier League,2020/21,12,SC Villa Vs Police FC,,51,away,Henry Kisseka,Regular
11/05/2021,4:00 pm,Uganda Premier League,2020/21,23,Soltilo Bright Stars FC Vs Mbarara City FC,,23,home,Samuel Kayongo Ssekamatte,Regular
11/05/2021,4:00 pm,Uganda Premier League,2020/21,23,Soltilo Bright Stars FC Vs Mbarara City FC,,26,away,Bashir Mutanda,Regular
11/05/2021,4:00 pm,Uganda Premier League,2020/21,23,Soltilo Bright Stars FC Vs Mbarara City FC,,28,home,Samuel Kayongo Ssekamatte,Regular
11/05/2021,4:00 pm,Uganda Premier League,2020/21,23,Soltilo Bright Stars FC Vs Mbarara City FC,,68,home,Derrick Ngoobi,Regular
05/03/2021,4:00 pm,Uganda Premier League,2020/21,12,KCCA FC Vs UPDF FC,,4,home,Sadat Happy Anaku Ada,Regular
05/03/2021,4:00 pm,Uganda Premier League,2020/21,12,KCCA FC Vs UPDF FC,,13,away,Bright Joseph Vuni,Own Goal
05/03/2021,4:00 pm,Uganda Premier League,2020/21,12,KCCA FC Vs UPDF FC,,15,home,Ashraf Mugume,Regular
05/03/2021,4:00 pm,Uganda Premier League,2020/21,12,KCCA FC Vs UPDF FC,,22,home,Charles Lwanga,Regular
05/03/2021,4:00 pm,Uganda Premier League,2020/21,12,KCCA FC Vs UPDF FC,,41,away,Brian Kayanja,Regular
05/03/2021,4:00 pm,Uganda Premier League,2020/21,12,KCCA FC Vs UPDF FC,,68,home,Charles Lwanga,Regular
05/03/2021,4:00 pm,Uganda Premier League,2020/21,12,KCCA FC Vs UPDF FC,,75,home,Sadat Happy Anaku Ada,Regular
25/04/2021,4:00 pm,Uganda Premier League,2020/21,20,Onduparaka FC Vs KCCA FC,,78,away,Sadat Happy Anaku Ada,Regular
16/02/2021,4:00 pm,Uganda Premier League,2020/21,7,Police FC Vs BUL FC,,67,home,Johnson Odongo,Regular
16/02/2021,4:00 pm,Uganda Premier League,2020/21,7,Police FC Vs BUL FC,,76,home,Brian Mululi Mayanja,Regular
14/03/2021,3:00 pm,Uganda Premier League,2020/21,14,SC Villa Vs Onduparaka FC,,90,home,Nicholas Kabonge,Regular
20/04/2021,4:00 pm,Uganda Premier League,2020/21,19,Soltilo Bright Stars FC Vs Express FC,,42,away,Ibrahim Kayiwa,Regular
20/04/2021,4:00 pm,Uganda Premier League,2020/21,19,Soltilo Bright Stars FC Vs Express FC,,76,home,Samuel Kayongo Ssekamatte,Regular
20/04/2021,4:00 pm,Uganda Premier League,2020/21,19,Soltilo Bright Stars FC Vs Express FC,,86,home,Emmanuel Peter Loki,Regular
13/04/2021,4:00 pm,Uganda Premier League,2020/21,17,Vipers SC Vs Busoga United FC,,26,home,Aziizi Abdu Kayondo,Regular
13/04/2021,4:00 pm,Uganda Premier League,2020/21,17,Vipers SC Vs Busoga United FC,,47,home,Yunus Junior Ssentamu,Regular
13/04/2021,4:00 pm,Uganda Premier League,2020/21,17,Vipers SC Vs Busoga United FC,,64,home,Yunus Junior Ssentamu,Regular
13/04/2021,4:00 pm,Uganda Premier League,2020/21,17,Vipers SC Vs Busoga United FC,,85,home,Milton Karisa,Regular
31/03/2021,4:00 pm,Uganda Premier League,2020/21,16,Busoga United FC Vs Onduparaka FC,,3,home,Franco Balabala Magero,Penalty
31/03/2021,4:00 pm,Uganda Premier League,2020/21,16,Busoga United FC Vs Onduparaka FC,,53,home,Isma Mugulusi,Regular
02/03/2021,4:00 pm,Uganda Premier League,2020/21,11,UPDF FC Vs URA FC,,30,away,Steven Dese Mukwala,Regular
19/12/2020,4:00 pm,Uganda Premier League,2020/21,5,UPDF FC Vs Police FC,,49,home,Robben Paul Kabuye,Regular
26/02/2021,4:00 pm,Uganda Premier League,2020/21,10,BUL FC Vs MYDA FC,,16,home,Musa Esenu,Regular
26/02/2021,4:00 pm,Uganda Premier League,2020/21,10,BUL FC Vs MYDA FC,,45,away,Moses Batali,Regular
26/02/2021,4:00 pm,Uganda Premier League,2020/21,10,BUL FC Vs MYDA FC,,80,home,Simon Peter Oketch,Regular
26/02/2021,4:00 pm,Uganda Premier League,2020/21,10,BUL FC Vs MYDA FC,,86,home,Anwar Mustafa Ntege,Regular
26/02/2021,4:00 pm,Uganda Premier League,2020/21,10,BUL FC Vs MYDA FC,,90+8,home,Joseph Ssemujju,Penalty
12/12/2020,4:00 pm,Uganda Premier League,2020/21,3,Kitara FC Vs Police FC,,40,away,Ben Ocen,Penalty
12/12/2020,4:00 pm,Uganda Premier League,2020/21,3,Kitara FC Vs Police FC,,43,away,Ben Ocen,Regular
12/12/2020,4:00 pm,Uganda Premier League,2020/21,3,Kitara FC Vs Police FC,,62,away,Hassan Muhamood,Regular
12/12/2020,4:00 pm,Uganda Premier League,2020/21,3,Kitara FC Vs Police FC,,70,away,Ben Ocen,Regular
12/12/2020,4:00 pm,Uganda Premier League,2020/21,3,Kitara FC Vs Police FC,,74,away,Yusuf Ssozi,Regular
23/05/2021,4:00 pm,Uganda Premier League,2020/21,26,URA FC Vs UPDF FC,,40,home,Steven Dese Mukwala,Regular
23/05/2021,4:00 pm,Uganda Premier League,2020/21,26,URA FC Vs UPDF FC,,47,away,Alex Kitata,Regular
23/05/2021,4:00 pm,Uganda Premier League,2020/21,26,URA FC Vs UPDF FC,,77,home,Steven Dese Mukwala,Regular
15/12/2020,4:00 pm,Uganda Premier League,2020/21,4,BUL FC Vs URA FC,,77,away,Steven Dese Mukwala,Regular
15/12/2020,4:00 pm,Uganda Premier League,2020/21,4,BUL FC Vs URA FC,,90,away,Steven Dese Mukwala,Regular
11/12/2020,4:00 pm,Uganda Premier League,2020/21,3,MYDA FC Vs Onduparak FC,,5,home,Ibrahim Nsimbe,Regular
11/12/2020,4:00 pm,Uganda Premier League,2020/21,3,MYDA FC Vs Onduparak FC,,15,away,Living Kabon,Regular
11/12/2020,4:00 pm,Uganda Premier League,2020/21,3,MYDA FC Vs Onduparak FC,,41,away,Gabriel Matata,Regular
11/12/2020,4:00 pm,Uganda Premier League,2020/21,3,MYDA FC Vs Onduparak FC,,49,away,Amis Thiago Muwonge,Regular
11/12/2020,4:00 pm,Uganda Premier League,2020/21,3,MYDA FC Vs Onduparak FC,,67,home,Ibrahim Nsimbe,Penalty
17/03/2021,4:00 pm,Uganda Premier League,2020/21,15,Mbarara City FC Vs BUL FC,,15,home,Bebe Swaliki Ssegujja,Regular
17/03/2021,4:00 pm,Uganda Premier League,2020/21,15,Mbarara City FC Vs BUL FC,,17,away,Simon Peter Oketch,Regular
24/02/2021,4:00 pm,Uganda Premier League,2020/21,9,Kitara FC Vs URA FC,,2,home,Ronald Kyamanywa,Penalty
24/02/2021,4:00 pm,Uganda Premier League,2020/21,9,Kitara FC Vs URA FC,,5,away,Steven Dese Mukwala,Regular
24/02/2021,4:00 pm,Uganda Premier League,2020/21,9,Kitara FC Vs URA FC,,8,away,Brian Majwega,Regular
24/02/2021,4:00 pm,Uganda Premier League,2020/21,9,Kitara FC Vs URA FC,,37,away,Shafik Kuchi Kagimu,Regular
24/02/2021,4:00 pm,Uganda Premier League,2020/21,9,Kitara FC Vs URA FC,,54,home,Denis Monday,Penalty
12/05/2021,4:00 pm,Uganda Premier League,2020/21,23,Kitara FC Vs BUL FC,,38,away,Joseph Ssemujju,Penalty
12/05/2021,4:00 pm,Uganda Premier League,2020/21,23,Kitara FC Vs BUL FC,,45+2,away,Joseph Ssemujju,Regular
12/05/2021,4:00 pm,Uganda Premier League,2020/21,23,Kitara FC Vs BUL FC,,72,home,Patrick Kusemererwa,Regular
12/05/2021,4:00 pm,Uganda Premier League,2020/21,23,Kitara FC Vs BUL FC,,90,home,Edson Agondeze,Penalty
22/05/2021,3:00 pm,Uganda Premier League,2020/21,26,BUL FC Vs Onduparaka FC,,15,home,Deogratious Ojok,Regular
22/05/2021,3:00 pm,Uganda Premier League,2020/21,26,BUL FC Vs Onduparaka FC,,45,home,Joseph Ssemujju,Penalty
22/05/2021,3:00 pm,Uganda Premier League,2020/21,26,BUL FC Vs Onduparaka FC,,75,home,Simon Peter Oketch,Regular
22/05/2021,3:00 pm,Uganda Premier League,2020/21,26,BUL FC Vs Onduparaka FC,,83,away,Living Kabon,Regular
23/04/2021,4:00 pm,Uganda Premier League,2020/21,20,Kyetume FC Vs Wakiso Giants FC,,15,away,Viane Ssekajugo,Regular
23/04/2021,4:00 pm,Uganda Premier League,2020/21,20,Kyetume FC Vs Wakiso Giants FC,,20,home,Robert Ssentongo,Penalty
23/04/2021,4:00 pm,Uganda Premier League,2020/21,20,Kyetume FC Vs Wakiso Giants FC,,21,away,Ivan Bogere,Regular
23/04/2021,4:00 pm,Uganda Premier League,2020/21,20,Kyetume FC Vs Wakiso Giants FC,,57,home,Moses Ali Feni,Regular
23/04/2021,4:00 pm,Uganda Premier League,2020/21,20,Kyetume FC Vs Wakiso Giants FC,,66,home,Sharif Saaka,Regular
14/04/2021,4:00 pm,Uganda Premier League,2020/21,17,Soltilo Bright Stars FC Vs Wakiso Giants FC,,2,away,Ivan Bogere,Regular
14/04/2021,4:00 pm,Uganda Premier League,2020/21,17,Soltilo Bright Stars FC Vs Wakiso Giants FC,,15,home,Samuel Kayongo Ssekamatte,Regular
14/04/2021,4:00 pm,Uganda Premier League,2020/21,17,Soltilo Bright Stars FC Vs Wakiso Giants FC,,33,home,Joseph Janjali,Regular
14/04/2021,4:00 pm,Uganda Premier League,2020/21,17,Soltilo Bright Stars FC Vs Wakiso Giants FC,,75,away,Joshua Letti Lubwama,Penalty
14/04/2021,4:00 pm,Uganda Premier League,2020/21,17,Soltilo Bright Stars FC Vs Wakiso Giants FC,,90+9,home,Ibrahim Kasinde,Penalty
23/05/2021,4:00 pm,Uganda Premier League,2020/21,26,KCCA FC Vs Busoga United FC,,26,home,Juma Balinya,Regular
23/05/2021,4:00 pm,Uganda Premier League,2020/21,26,KCCA FC Vs Busoga United FC,,32,home,Charles Lwanga,Regular
23/05/2021,4:00 pm,Uganda Premier League,2020/21,26,KCCA FC Vs Busoga United FC,,35,away,Ibrahim Ekelliot,Regular
23/05/2021,4:00 pm,Uganda Premier League,2020/21,26,KCCA FC Vs Busoga United FC,,77,home,Gift Abubakar Ali,Regular
20/02/2021,3:00 pm,Uganda Premier League,2020/21,8,BUL FC Vs Express FC,,10,away,Murushid Jjuuko,Regular
20/02/2021,3:00 pm,Uganda Premier League,2020/21,8,BUL FC Vs Express FC,,31,home,Ibrahim Mugulusi,Own Goal
20/02/2021,3:00 pm,Uganda Premier League,2020/21,8,BUL FC Vs Express FC,,41,away,George Senkaaba,Regular
20/02/2021,3:00 pm,Uganda Premier League,2020/21,8,BUL FC Vs Express FC,,62,away,Ibrahim Kayiwa,Regular
13/04/2021,4:00 pm,Uganda Premier League,2020/21,17,URA FC Vs KCCA FC,,55,home,Joackim Ojera,Regular
13/04/2021,4:00 pm,Uganda Premier League,2020/21,17,URA FC Vs KCCA FC,,66,home,Shafik Kuchi Kagimu,Regular
12/03/2021,4:00 pm,Uganda Premier League,2020/21,14,KCCA FC Vs Police FC,,13,away,Muwadda Mawejje,Regular
12/03/2021,4:00 pm,Uganda Premier League,2020/21,14,KCCA FC Vs Police FC,,69,home,Sadat Happy Anaku Ada,Regular
24/04/2021,4:00 pm,Uganda Premier League,2020/21,20,Soltilo Bright Stars FC Vs URA FC,,,,,
14/04/2021,4:00 pm,Uganda Premier League,2020/21,17,Police FC Vs UPDF FC,,21,home,Frank Tumwesigye,Regular
14/04/2021,4:00 pm,Uganda Premier League,2020/21,17,Police FC Vs UPDF FC,,38,home,Derrick Kakooza,Regular
14/04/2021,4:00 pm,Uganda Premier League,2020/21,17,Police FC Vs UPDF FC,,61,home,Derrick Kakooza,Regular
16/03/2021,4:00 pm,Uganda Premier League,2020/21,15,UPDF FC Vs Wakiso Giants FC,,,,,
13/03/2021,4:00 pm,Uganda Premier League,2020/21,14,Mbarara City FC Vs Soltilo Bright Stars FC,,76,away,Joseph Akandwanaho,Regular
19/12/2020,4:00 pm,Uganda Premier League,2020/21,5,MYDA FC Vs Mbarara City FC,,25,away,Makueth Wol,Penalty
