Date,Time,League,Season,Match Day,home_team,away_team,goal_minute,team_side,player_name,goal_type
19/02/2020,4:30 pm,Uganda Premier League,2019/20,22,Kyetume FC Vs Mbarara City FC,,7,home,Robert Ssentongo,Penalty
19/02/2020,4:30 pm,Uganda Premier League,2019/20,22,Kyetume FC Vs Mbarara City FC,,8,away,Brian Aheebwa,Regular
19/02/2020,4:30 pm,Uganda Premier League,2019/20,22,Kyetume FC Vs Mbarara City FC,,12,home,Deo Isejja,Regular
19/02/2020,4:30 pm,Uganda Premier League,2019/20,22,Kyetume FC Vs Mbarara City FC,,38,away,Brian Aheebwa,Regular
19/02/2020,4:30 pm,Uganda Premier League,2019/20,22,Kyetume FC Vs Mbarara City FC,,59,away,Stephen Othieno,Regular
19/02/2020,4:30 pm,Uganda Premier League,2019/20,22,Kyetume FC Vs Mbarara City FC,,68,home,Moses Ali Feni,Regular
19/02/2020,4:30 pm,Uganda Premier League,2019/20,22,Kyetume FC Vs Mbarara City FC,,90+2,home,Robert Ssentongo,Regular
06/09/2019,4:30 pm,Uganda Premier League,2019/20,3,URA FC Vs Kyetume FC,,,,,
15/11/2019,4:30 pm,Uganda Premier League,2019/20,15,URA FC Vs Busoga United FC,,,,,
14/01/2020,4:30 pm,Uganda Premier League,2019/20,17,Bright Stars FC Vs KCCA FC,,1,home,Joseph Janjali,Regular
14/01/2020,4:30 pm,Uganda Premier League,2019/20,17,Bright Stars FC Vs KCCA FC,,44,away,Muzamiru Mutyaba,Regular
14/01/2020,4:30 pm,Uganda Premier League,2019/20,17,Bright Stars FC Vs KCCA FC,,77,home,Ronald Ssempala,Regular
15/01/2020,4:00 pm,Uganda Premier League,2019/20,17,Mbarara City FC Vs Wakiso Giants FC,,79,home,Brian Aheebwa,Regular
03/11/2019,4:00 pm,Uganda Premier League,2019/20,11,Tooro United FC Vs Mbaara City FC,,70,home,Godfrey Lwesibawa,Regular
05/10/2019,1:25 pm,Uganda Premier League,2019/20,7,Busoga United FC Vs SC Villa,,18,home,Boban Bogere Zirintusa,Penalty
05/10/2019,1:25 pm,Uganda Premier League,2019/20,7,Busoga United FC Vs SC Villa,,78,away,Emmanuel Alex Wasswa,Regular
29/11/2019,4:00 pm,Uganda Premier League,2019/20,11,KCCA FC Vs SC Villa,,10,home,Joseph Kafumbe,Regular
29/11/2019,4:00 pm,Uganda Premier League,2019/20,11,KCCA FC Vs SC Villa,,37,home,Erisa Ssekisambu,Regular
29/11/2019,4:00 pm,Uganda Premier League,2019/20,11,KCCA FC Vs SC Villa,,62,home,Mustafa Kizza,Regular
29/11/2019,4:00 pm,Uganda Premier League,2019/20,11,KCCA FC Vs SC Villa,,80,away,Amir Kakomo,Regular
29/11/2019,4:00 pm,Uganda Premier League,2019/20,11,KCCA FC Vs SC Villa,,89,home,Allan Okello,Regular
09/11/2019,3:00 pm,Uganda Premier League,2019/20,13,BUL FC Vs Mbarara City FC,,26,home,Musa Esenu,Regular
09/11/2019,3:00 pm,Uganda Premier League,2019/20,13,BUL FC Vs Mbarara City FC,,32,home,Musa Esenu,Regular
09/11/2019,3:00 pm,Uganda Premier League,2019/20,13,BUL FC Vs Mbarara City FC,,45+1,home,Musa Esenu,Regular
29/01/2020,4:00 pm,Uganda Premier League,2019/20,19,SC Villa Vs Express FC,,70,home,Emmanuel Alex Wasswa,Regular
12/11/2019,4:00 pm,Uganda Premier League,2019/20,14,Mbarara City FC Vs Onduparaka FC,,18,home,Solomon Ali Okwalinga,Regular
12/11/2019,4:00 pm,Uganda Premier League,2019/20,14,Mbarara City FC Vs Onduparaka FC,,79,away,Rajab Kakooza,Regular
12/11/2019,4:00 pm,Uganda Premier League,2019/20,14,Mbarara City FC Vs Onduparaka FC,,90+4,home,Solomon Ali Okwalinga,Regular
01/10/2019,4:30 pm,Uganda Premier League,2019/20,6,Mbarara City FC Vs Busoga United FC,,16,home,Brian Aheebwa,Regular
01/10/2019,4:30 pm,Uganda Premier League,2019/20,6,Mbarara City FC Vs Busoga United FC,,45+1,home,Paul Mucureezi,Regular
01/10/2019,4:30 pm,Uganda Premier League,2019/20,6,Mbarara City FC Vs Busoga United FC,,52,away,Ibrahim Mugulusi,Regular
29/10/2019,4:00 pm,Uganda Premier League,2019/20,10,Kyetume FC Vs Vipers SC,,5,away,Fahad Bayo,Regular
29/10/2019,4:00 pm,Uganda Premier League,2019/20,10,Kyetume FC Vs Vipers SC,,14,away,Dan Muzeyi Sserunkuma,Penalty
29/10/2019,4:00 pm,Uganda Premier League,2019/20,10,Kyetume FC Vs Vipers SC,,56,home,Robert Ssentongo,Regular
09/10/2019,4:30 pm,Uganda Premier League,2019/20,8,Police FC Vs Vipers SC,,27,home,Hood Kaweesa Ssebirumbi,Regular
09/10/2019,4:30 pm,Uganda Premier League,2019/20,8,Police FC Vs Vipers SC,,43,away,Paul Willa,Regular
09/10/2019,4:30 pm,Uganda Premier League,2019/20,8,Police FC Vs Vipers SC,,45,away,Halidi Lwaliwa,Regular
09/10/2019,4:30 pm,Uganda Premier League,2019/20,8,Police FC Vs Vipers SC,,80,away,AbdulKarim Watambala,Regular
18/02/2020,4:30 pm,Uganda Premier League,2019/20,22,Busoga United FC Vs URA FC,,59,home,David Bagoole,Regular
18/02/2020,4:30 pm,Uganda Premier League,2019/20,22,Busoga United FC Vs URA FC,,64,home,Nelson Mandela,Regular
18/02/2020,4:30 pm,Uganda Premier League,2019/20,22,Busoga United FC Vs URA FC,,76,home,Lawrence Tezikya,Regular
30/08/2019,4:30 pm,Uganda Premier League,2019/20,1,Onduparaka FC Vs Police FC,,,,,
13/09/2019,4:00 pm,Uganda Premier League,2019/20,5,Express FC Vs SC Villa,,72,away,Ambrose Kirya,Regular
04/02/2020,4:00 pm,Uganda Premier League,2019/20,21,KCCA FC Vs Maroons FC,,21,home,Mike Mutyaba,Regular
04/02/2020,4:00 pm,Uganda Premier League,2019/20,21,KCCA FC Vs Maroons FC,,38,home,Erisa Ssekisambu,Regular
04/02/2020,4:00 pm,Uganda Premier League,2019/20,21,KCCA FC Vs Maroons FC,,66,home,Peter Magambo,Own Goal
12/11/2019,4:30 pm,Uganda Premier League,2019/20,14,Kyetume FC Vs Wakiso Giants FC,,44,away,Amos Muwonge,Regular
12/11/2019,4:30 pm,Uganda Premier League,2019/20,14,Kyetume FC Vs Wakiso Giants FC,,77,away,Abdul Karim Ndugwa,Regular
12/11/2019,4:30 pm,Uganda Premier League,2019/20,14,Kyetume FC Vs Wakiso Giants FC,,90+2,away,Viane Ssekajugo,Regular
10/09/2019,4:00 pm,Uganda Premier League,2019/20,4,Mbarara City FC Vs Express FC,,43,home,Hilary Panuel Mukundane,Regular
10/09/2019,4:00 pm,Uganda Premier League,2019/20,4,Mbarara City FC Vs Express FC,,44,away,Hamdan Nsubuga,Regular
10/09/2019,4:00 pm,Uganda Premier League,2019/20,4,Mbarara City FC Vs Express FC,,65,away,Frank Kalanda,Regular
10/09/2019,4:00 pm,Uganda Premier League,2019/20,4,Mbarara City FC Vs Express FC,,81,home,Jude Ssemugabi,Regular
10/09/2019,4:00 pm,Uganda Premier League,2019/20,4,Mbarara City FC Vs Express FC,,90+2,away,Daniel Shabene,Regular
09/02/2020,4:05 pm,Uganda Premier League,2019/20,21,BUL FC Vs Vipers SC,,19,away,Tito Okello,Penalty
09/02/2020,4:05 pm,Uganda Premier League,2019/20,21,BUL FC Vs Vipers SC,,28,away,Tito Okello,Regular
09/02/2020,4:05 pm,Uganda Premier League,2019/20,21,BUL FC Vs Vipers SC,,30,home,Fredson Gwoto,Regular
09/02/2020,4:05 pm,Uganda Premier League,2019/20,21,BUL FC Vs Vipers SC,,33,home,Robert Mukoghotya,Regular
09/02/2020,4:05 pm,Uganda Premier League,2019/20,21,BUL FC Vs Vipers SC,,73,away,Tito Okello,Regular
30/08/2019,4:30 pm,Uganda Premier League,2019/20,1,Bright Stars FC Vs Vipers SC,,28,home,Enock Walusimbi,Regular
30/08/2019,4:30 pm,Uganda Premier League,2019/20,1,Bright Stars FC Vs Vipers SC,,48,away,Abraham Ndugwa,Regular
30/08/2019,4:30 pm,Uganda Premier League,2019/20,1,Bright Stars FC Vs Vipers SC,,52,away,Dan Muzeyi Sserunkuma,Regular
30/08/2019,4:30 pm,Uganda Premier League,2019/20,1,Bright Stars FC Vs Vipers SC,,90+1,away,Brian Nkuubi,Regular
29/01/2020,4:00 pm,Uganda Premier League,2019/20,19,BUL FC Vs Wakiso Giants FC,,,,,
31/01/2020,4:00 pm,Uganda Premier League,2019/20,20,URA FC Vs KCCA FC,,85,home,Cromwel Rwothomio Abang,Penalty
31/01/2020,4:00 pm,Uganda Premier League,2019/20,20,URA FC Vs KCCA FC,,88,home,Saidi Kyeyune,Regular
31/01/2020,4:00 pm,Uganda Premier League,2019/20,20,URA FC Vs KCCA FC,,90+1,away,Herbert Achayi,Regular
18/01/2020,4:00 pm,Uganda Premier League,2019/20,18,Maroons FC Vs BUL FC,,28,home,Fred Amaku,Regular
18/01/2020,4:00 pm,Uganda Premier League,2019/20,18,Maroons FC Vs BUL FC,,42,home,Steven Dese Mukwala,Penalty
01/10/2019,4:30 pm,Uganda Premier League,2019/20,6,Bright Stars FC Vs URA FC,,,,,
19/02/2020,4:30 pm,Uganda Premier League,2019/20,22,Express FC Vs Tooro United FC,,1,home,Frank Ssenyondo,Regular
19/02/2020,4:30 pm,Uganda Premier League,2019/20,22,Express FC Vs Tooro United FC,,37,home,Frank Kalanda,Regular
19/02/2020,4:30 pm,Uganda Premier League,2019/20,22,Express FC Vs Tooro United FC,,84,away,Mike Kawooya,Regular
02/10/2019,8:00 pm,Uganda Premier League,2019/20,6,SC Villa Vs Vipers SC,,,,,
14/01/2020,4:30 pm,Uganda Premier League,2019/20,17,Proline FC Vs Vipers SC,,8,home,Hamis Diego Kizza,Regular
14/01/2020,4:30 pm,Uganda Premier League,2019/20,17,Proline FC Vs Vipers SC,,11,away,Denis Mwemezi,Regular
14/01/2020,4:30 pm,Uganda Premier League,2019/20,17,Proline FC Vs Vipers SC,,13,away,Fahad Bayo,Regular
14/01/2020,4:30 pm,Uganda Premier League,2019/20,17,Proline FC Vs Vipers SC,,20,away,Denis Mwemezi,Regular
14/01/2020,4:30 pm,Uganda Premier League,2019/20,17,Proline FC Vs Vipers SC,,57,away,Fahad Bayo,Regular
14/01/2020,4:30 pm,Uganda Premier League,2019/20,17,Proline FC Vs Vipers SC,,85,home,Hakim Kiwanuka,Regular
14/09/2019,4:00 pm,Uganda Premier League,2019/20,5,Busoga United FC Vs Onduparaka FC,,44,away,Rajab Kakooza,Regular
16/11/2019,4:00 pm,Uganda Premier League,2019/20,15,BUL FC Vs Proline FC,,,,,
14/01/2020,4:30 pm,Uganda Premier League,2019/20,17,Onduparaka FC Vs Maroons FC,,59,home,Julius Malingumu,Regular
14/01/2020,4:30 pm,Uganda Premier League,2019/20,17,Onduparaka FC Vs Maroons FC,,65,away,Patrick Bayiga,Regular
05/02/2020,4:35 pm,Uganda Premier League,2019/20,21,Bright Stars FC Vs Busoga United FC,,25,home,Ronald Ssempala,Regular
05/02/2020,4:35 pm,Uganda Premier League,2019/20,21,Bright Stars FC Vs Busoga United FC,,73,home,Jamir Kalisa,Regular
05/02/2020,4:35 pm,Uganda Premier League,2019/20,21,Bright Stars FC Vs Busoga United FC,,77,home,Joseph Janjali,Regular
01/11/2019,4:30 pm,Uganda Premier League,2019/20,11,BUL FC Vs Kyetume FC,,15,home,Richard Wandyaka,Regular
01/11/2019,4:30 pm,Uganda Premier League,2019/20,11,BUL FC Vs Kyetume FC,,37,home,Musa Esenu,Regular
12/11/2019,4:30 pm,Uganda Premier League,2019/20,14,Proline FC Vs Bright Stars FC,,33,home,Edrisa Lubega,Regular
12/11/2019,4:30 pm,Uganda Premier League,2019/20,14,Proline FC Vs Bright Stars FC,,35,away,Augustine Gadaffi Kacancu,Penalty
12/11/2019,4:30 pm,Uganda Premier League,2019/20,14,Proline FC Vs Bright Stars FC,,47,home,Hakim Kiwanuka,Regular
11/10/2019,4:00 pm,Uganda Premier League,2019/20,9,KCCA FC Vs Onduparaka FC,,34,home,Sadat Happy Anaku Ada,Regular
11/10/2019,4:00 pm,Uganda Premier League,2019/20,9,KCCA FC Vs Onduparaka FC,,52,home,Mike Mutyaba,Regular
11/10/2019,4:00 pm,Uganda Premier League,2019/20,9,KCCA FC Vs Onduparaka FC,,68,home,Mike Mutyaba,Regular
11/10/2019,4:00 pm,Uganda Premier League,2019/20,9,KCCA FC Vs Onduparaka FC,,76,home,Mike Mutyaba,Penalty
30/08/2019,4:30 pm,Uganda Premier League,2019/20,1,BUL FC Vs Express FC,,13,home,Deogratious Ojok,Regular
22/02/2020,4:00 pm,Uganda Premier League,2019/20,23,KCCA FC Vs Express FC,,26,home,Mustafa Kizza,Penalty
22/02/2020,4:00 pm,Uganda Premier League,2019/20,23,KCCA FC Vs Express FC,,45+2,away,Frank Kalanda,Regular
30/08/2019,4:30 pm,Uganda Premier League,2019/20,1,URA FC Vs Maroons FC,,15,home,Saidi Kyeyune,Regular
30/08/2019,4:30 pm,Uganda Premier League,2019/20,1,URA FC Vs Maroons FC,,52,away,Ronald Orombi,Own Goal
30/08/2019,4:30 pm,Uganda Premier League,2019/20,1,URA FC Vs Maroons FC,,84,home,Ivan Ntege,Regular
03/09/2019,4:30 pm,Uganda Premier League,2019/20,2,Busoga United FC Vs KCCA FC,,38,away,Mustafa Kizza,Regular
17/01/2020,4:00 pm,Uganda Premier League,2019/20,18,Vipers SC Vs SC Villa,,52,away,Bashir Mutanda,Regular
16/11/2019,4:00 pm,Uganda Premier League,2019/20,15,Maroons FC Vs Wakiso Giants FC,,29,away,Abdul Karim Ndugwa,Regular
